-10.5,9.1
-17.1,18.5
-10,13.2
6.3,3.3
12,49
13.5,61
15.7,99.3
13.7,79.2
10.3,42.2
5.9,22.9
-6.1,14.7
-12.3,16.5
-17.3,20.6
-15.1,5.1
-4.3,2.5
-4.5,4.6
5.6,22.6
12.1,51.3
15.4,73.7
14.8,50.8
7.6,61.2
3.4,34.6
-13.5,24.4
-19.2,18.3
-18.8,9.4
-20.3,11.7
-3.1,6.1
4.8,27.4
7.1,26.2
11.6,30.7
16.2,112.3
15.2,52.3
8.9,29.7
0.8,17
-10.3,0.5
-22.6,13.7
-20.3,17.3
-22.7,10.4
-9.6,7.9
-1.5,16.5
7.3,44.5
12.9,48.5
16.9,73.4
12.6,55.6
7.5,28.4
5,15.7
-10.2,13.2
-15.5,10.7
-13.8,18.5
-21.5,4.8
-13.8,7.6
-5.7,13.7
11.1,11.9
15.3,31
16.4,70.4
14,29
10.6,49.3
4.8,4.3
-7,15.2
-20.1,6.4
-20.7,3.3
-22.6,3.3
-6.7,2.8
6.1,26.7
8.5,26.2
12.5,99.8
15.8,85.1
15.5,74.2
9.6,26.4
0.3,8.6
-1.1,21.1
-22.5,20.1
-33,11.2
-17.9,40.1
-12.1,7.4
-0.3,38.9
9.2,10.2
13.8,35.6
16.1,38.1
12.4,70.1
9.9,34.5
0.6,32
-13.7,55.4
-16.5,47
-22.8,22.1
-17.3,3.6
-14.3,58.9
0.6,40.9
9.2,54.9
11.4,20.3
15.5,49.3
13.8,34.8
8.8,31.8
-1.6,27.2
-11.1,36.3
-24.8,11.4
-25.7,20.1
-13.8,11.2
-9.4,25.4
5.7,7.4
11.3,29.5
13.9,50.5
15.4,77.2
13.2,69.9
9.3,30.2
4.2,8.1
-3.4,11.2
-12.5,7.9
-23.5,21.3
-10.1,6.1
-6.9,24.1
-0.1,26.7
10.4,2.3
12.4,48.8
16,54.6
16.7,49
9.5,66.5
5.1,21.8
-4.4,9.9
-12,34
-28,11.9
-10.2,37.8
-8.4,9.4
-7.4,34
8.4,27.7
13.4,120.7
16.7,89.9
14.5,52.1
9,50.5
4,4.8
-1.6,9.7
-8.7,25.1
-18.3,48.3
-18.6,22.9
-15.5,42.2
3,24.9
8.9,33.5
15.4,70.4
16.7,52.8
15,63.8
8.5,54.6
3.7,27.2
-16.5,43.2
-21.7,32.5
-22.6,20.6
-17.1,48.3
-9.5,11.9
-0.6,9.1
10.8,6.9
14.6,139.4
16.8,63
15.3,78.7
7.5,89.9
2.1,26.9
-2.8,19.1
-17.4,19.3
-19.4,12.7
-18.8,7.1
-7.2,11.9
1.6,8.4
8.1,33
12.2,52.8
16.1,112.5
14.4,57.7
10.8,33.3
1.1,64
-6.6,36.1
-16.3,34.3
-12.3,37.1
-19.2,33.3
-6.4,24.4
3.2,19.8
10.4,20.1
11.8,21.6
15.9,24.4
15.6,98.3
8,61
4.5,14
-8.3,15
-16,34.3
-26.4,40.1
-14.7,16.8
-5.3,20.8
2.8,23.1
5.2,29.7
11.7,84.8
16.6,45.2
11.8,126.5
8.3,59.4
0.3,29.5
-9.8,41.4
-7,6.4
-20.8,45
-14.5,15.7
-11.8,40.4
3.3,6.1
8.3,56.9
12.7,52.6
17.3,138.2
14.8,93
10.1,53.3
2.7,35.6
-9,11.9
-13.1,50.3
-18.5,12.7
-13.3,33.8
-7.5,28.7
-0.9,10.2
10,10.7
16.7,101.6
16.9,27.7
16.9,29.2
5.8,39.4
1.8,27.9
-8.9,33.5
-24.5,53.1
-20,47.5
-20.8,8.4
-10.8,20.1
0.7,27.7
8.3,40.4
14.3,116.6
14.9,80.8
14.9,63.5
9.6,57.4
4.5,24.4
-6.4,50.5
-15.9,28.2
-23.9,14.7
-16.5,15.2
-9,21.8
2.4,7.9
8.4,16
14.4,36.8
17.4,63.2
16.9,56.4
12,58.9
7.8,1.5
-9.9,15.2
-16.5,15
-17.1,9.4
-7.7,22.9
-17,9.9
2.4,31.5
10.3,50.5
15.6,50.8
17.6,73.4
14.6,51.8
7.4,41.1
5.3,5.1
-9.1,19.1
-24.2,13
-23.8,19.3
-23.2,34.3
-11.5,10.2
2.8,6.1
9.4,17.3
13.9,72.9
17.3,37.1
15.1,81
4.4,32.5
5.6,26.4
-11.9,28.7
-14.1,20.3
-28.4,10.7
-16.4,4.1
-7.2,10.9
-1.9,35.3
9.9,104.9
13.4,31.8
16.2,59.2
14.7,115.6
11.3,22.4
1.3,52.1
-16.3,37.8
-15.7,37.6
-20.7,22.1
-17.9,20.6
-14.6,16.3
-1.1,26.2
8.7,8.4
12.9,24.4
16.4,141.5
15.9,59.9
12.7,43.4
3.3,20.1
-7,44.2
-15.3,13.7
-21.8,23.4
-12.9,7.4
-3.5,8.4
2.3,17.5
9.1,54.4
13.5,84.6
14.7,65
12.8,29.5
8.7,94
2.9,21.8
-6.1,22.9
-21.4,35.3
-30.5,29
-15.1,11.2
-8.8,12.4
5.3,47.5
8.6,35.6
12.2,25.1
16.3,49.3
15.5,75.9
7.9,114.8
1.9,68.6
-8,29.2
-10.7,21.3
-21.7,8.9
-13.5,13.7
-9.8,37.3
3.3,7.1
9.3,71.9
16.3,92.7
16.8,129
15.5,27.4
9.1,127.5
1.9,21.8
-10.7,10.4
-21.9,25.4
-26.1,23.4
-12.7,18.8
-8.5,10.2
4.4,19.6
12.3,7.4
15.3,68.6
15.9,48.5
17.6,38.4
9,44.7
3.6,17
-9.3,29.2
-21.2,25.4
-26.1,32.5
-22.1,47.5
-7.1,31
-0.1,42.7
12,16.3
15.2,75.9
14.3,70.1
16.7,53.1
3.8,65.5
0.2,66.8
-8.2,42.9
-21.4,26.7
-16.4,43.2
-15,16
-2.9,4.1
3.1,11.4
12.9,56.4
14.5,107.7
17,137.2
15,124.7
9.6,58.7
3.4,54.1
-14.1,42.2
-19.5,19.3
-24.6,32.3
-15,18
-14,18.5
3.5,12.2
7.7,38.9
15,71.6
15.8,108.5
13,67.3
7.6,33.5
4.3,11.9
-4.6,12.7
-9.4,18.5
-19.3,25.4
-16.5,7.9
-9.6,16.5
1.7,28.7
9.6,70.4
14,90.7
18.1,71.6
13.4,119.1
10,90.7
3.1,35.1
-8.4,14
-16.7,25.9
-16.7,13.7
-15,28.7
-8.6,8.9
7.2,6.9
11.7,22.9
14.2,49.5
16.5,114.3
16.5,173.2
12.2,31.8
1.9,46
-5,8.1
-16.9,16.8
-18.7,5.9
-3.3,7.4
-5.1,28.3
5.8,30.1
12.5,72.8
14.9,37.5
14.8,78.6
11.3,58.7
10,12.5
4.5,24.9
-9.5,22.5
-21.9,24.4
-21.7,7.2
-13.3,12.3
-6.7,10.5
2.9,21.4
9.9,35.3
14.8,43.2
15.2,38.4
13.5,102.2
9.2,109.2
5.3,30.8
-10.2,28.5
-18.6,15.9
-19.6,8.2
-26.2,24.2
-9.7,24.9
-2.3,23.8
8.2,31
14.4,44.3
18.9,68.7
13.8,89.7
10.4,82.3
4.8,27.8
-4.5,8.7
-11,21.1
-19.2,13.5
-11.9,9.3
-8.4,22.1
10,0.2
11.2,31.5
15.3,34.7
16.7,91.6
14.1,157
8,65.3
5.8,0.5
-3.2,20.8
-22.9,36.2
-9.5,9.9
-10.9,5.9
-1.7,6.9
1.6,28.6
12.6,10
14.2,35.2
17.4,120.2
18.9,27.6
11.3,12.3
1,63.4
-2,13.7
-16.9,29.1
-30.8,18.6
-18.3,13.3
-10.8,31.1
0.1,15.9
9.7,43.9
14.9,45.5
16.9,70.9
12.7,68.9
10.4,26.2
4.7,13.7
-13.1,22.6
-15.9,19.9
-17.4,21.5
-12.9,6.1
-6.3,12.7
3.6,16.5
7.2,37.9
14.2,40
17.5,74.6
17.1,58.4
8.2,33
3.6,39.7
-4.7,32.8
-22.3,7.9
-16.2,19.9
-6.6,8.8
-5.5,7.2
6.9,24.7
8.1,90
15.3,77.6
17.6,87.4
16.9,105.5
7.4,24.4
1,83.7
-12.3,19.8
-22,12.4
-14.4,12.4
-20.4,16.5
-2.7,8.8
3.5,46.3
11.3,63
13.2,49.4
16,57.2
14.3,27.1
7.1,51.9
1.4,38.8
-16.3,10.2
-12.8,30.9
-11.8,34.4
-14.8,5
-3.1,12.2
2.3,34.7
11.6,31.3
14.6,31.3
16.2,134
15.2,20.1
9.1,21.2
3.8,27.6
-13.6,32.4
-8.4,11.8
-9.2,20.4
-7.4,30
-8.4,37.4
6.1,10.4
11.1,25.6
15.2,56.9
17.2,31.1
13,86.6
12.4,31.3
3.7,30.4
-3.7,6.5
-11.3,27.8
-19.4,33
-14.7,12.1
-4,18.2
3.9,28
10.6,16.8
15.9,99.1
16.6,118.4
15.7,98.8
9.5,12.4
3.3,28.9
-8.9,28.4
-13.5,15.9
-16.5,19.6
-15.4,6
-13.4,25.1
1.9,4.8
9.9,77.6
14.4,91.8
18.3,107.1
17.4,27.9
9.1,71.6
2.5,17.1
-12.8,41.6
-17.3,24.9
-18,16.4
-19,12.5
-3.1,7.1
1.9,52.5
11.2,29.5
15.6,127.4
17.7,18.6
16,56.4
11,32
-0.2,35.3
-12.8,42.1
-21.5,18.7
-18.8,13.1
-9.6,16.2
-8.1,23.1
5.9,1.2
12,35.4
15,187.9
17.3,111.3
18.8,22.4
9.6,81.2
-1.5,36.5
-10.5,33.9
-14.2,17.2
-12.8,19.8
-10.7,13.2
-1.4,12.8
3.3,33.1
9.6,20.8
14.1,108.2
15.7,39.6
14,52.4
6.7,69
2.5,9.3
-3.7,22.8
-20.9,7.8
-17.7,16.3
-11.9,4.4
-1.1,4
