-15.4,20.1
-22.8,37.6
-10,1.5
2.8,27.4
13.1,34.8
15.1,63.2
21.4,36.1
19.9,140
12.9,41.1
2.7,8.1
-0.5,1.5
-6.2,7.6
-16.5,13.7
-12.5,17.5
-8.4,16.5
2.3,41.9
11.3,29.7
15,120.4
20.2,29.5
19.7,32
16.6,25.9
9.3,69.3
-6.5,20.1
-10.7,18.3
-15.3,29.5
-15.5,7.9
-8.1,17
5.6,22.9
13.6,91.9
18,66
20.3,64.5
17.7,95.8
12.1,149.6
5.6,47.8
-4.7,15
-10.4,17
-11.4,15.7
-14.8,15.7
-2.5,49.3
5,63.2
9.5,36.8
16.3,51.3
18.3,164.1
18,76.2
11.4,28.4
7.6,8.9
-6.2,17.8
-17,34.3
-22.5,36.3
-14.7,18.5
-12.3,37.8
4.3,7.1
9.2,81.3
14.8,96.8
21.5,87.9
18.6,73.7
12,39.9
8.3,11.7
-3.5,5.3
-10.4,7.4
-10.6,14.2
-16.5,17.3
-10.6,50.5
4.9,8.1
13.5,48.5
15.7,171.2
19.1,40.1
17.7,138.2
13,38.9
7.1,26.9
-2.4,46.5
-12.2,17.5
-15.7,16
-13.6,16
-1.4,70.6
0.2,41.9
7.1,39.9
15.1,50.3
18.9,67.8
18.8,55.4
11.3,131.1
5,20.3
-6.8,39.4
-16.3,28.7
-17.1,15.7
-17.4,15
-1.3,26.7
6.8,16.3
10.3,14.7
16,66.5
20.3,38.4
17.9,54.1
12.3,81.8
4.1,50.5
-6.8,26.4
-14.7,9.1
-14,37.1
-18,31.5
-8.8,18.3
1.9,34.3
7.9,21.6
15.7,93.5
21.1,74.7
20.1,115.1
11.7,21.6
10,40.1
-6.8,23.1
-15.2,47
-18.2,15
-17.4,17.5
-10.9,19.6
1.9,54.1
12.2,43.2
16.5,42.9
20.1,103.1
19.8,23.9
16.8,1.3
8.3,9.9
-3.4,32.5
-14.5,41.4
-18.8,51.8
-21.2,27.2
-9,17.5
6,2
11.7,43.4
17.5,68.8
19.9,58.2
21.3,57.7
12.2,38.9
5.2,144
-0.9,32.8
-15.7,40.9
-26.6,46.5
-17.3,17.5
-11,9.4
-1.6,43.4
9.1,117.3
15.1,82.8
18.2,51.6
16.5,43.7
13.8,81.8
7.1,23.1
-7.7,24.1
-17,27.7
-19.4,11.7
-14.1,14.7
-10.4,16
2.5,25.7
13.4,24.6
14.9,63
18.7,41.1
16.8,110.5
11.1,48
4.3,23.1
-7.2,16.5
-15.5,8.9
-19.1,20.1
-10.2,7.4
-7.4,15.2
9,7.6
11.9,9.4
17.4,170.4
19.3,43.9
18.3,36.6
14.3,13.2
4.4,15.7
-2.2,13.5
-8.6,9.1
-16,45.5
-14.4,26.7
-6.2,30.7
2.1,40.4
10.8,119.9
16.4,110
19.1,197.4
20.2,26.7
11.9,72.6
9.9,31.8
0.1,5.8
-10.8,10.9
-23.1,40.6
-7,18
-8.4,10.7
0.6,70.1
8,55.4
16.1,143.3
20,43.9
17.5,84.3
11.9,116.3
5.8,40.9
-0.6,33
-8.4,3.8
-17,38.6
-17.3,37.6
-13.9,27.9
8.6,25.1
12.9,49.3
17.5,118.6
21.7,49
21.3,13
12.7,32.3
7,45.7
-9.2,90.2
-18,51.8
-16.8,43.9
-16.6,27.2
-10.5,39.6
-0.9,6.4
9.2,50.3
20.2,56.6
18.4,84.6
18.5,136.9
10.6,19.8
8.2,51.1
-2.7,49
-13.7,38.4
-20.5,17.8
-15.1,24.1
-6.3,25.7
4.1,39.6
12.6,43.9
14.7,127
22.2,42.7
18.7,88.9
11.9,61
7.3,30
-3.9,17.8
-10.3,6.4
-11.9,11.2
-14.6,16
-2.3,8.9
5.8,30.5
12.3,10.7
15,68.6
18.5,143.5
18.1,24.4
13.1,20.3
7.3,39.4
-4.5,81.3
-17.4,27.7
-20.8,5.6
-17.9,24.9
-6.2,25.4
3.5,17
9.9,117.6
17.6,59.2
20.4,90.7
20.1,100.1
12.5,97.3
2.3,87.4
-8.7,18
-7.1,9.7
-16.7,17.5
-13.9,11.4
-10.8,30.7
2.2,49.8
12.7,34
16.3,55.4
20.6,17
19.8,78.5
14,23.6
6.9,46.7
-4.1,12.2
-14.7,19.1
-16.9,2.8
-11.2,41.7
-4.2,13.5
1.5,43.2
11.2,9.9
19.5,3.3
20.2,83.6
21.6,4.1
11.3,58.4
6.6,25.4
-3.1,4.3
-16.6,30.7
-20.1,22.1
-19.6,39.9
-7.9,30.2
0.3,17
10.9,132.3
18.4,53.6
18.7,155.2
18.5,173.5
12.2,15.7
8.2,18.5
-1.6,54.6
-12.1,10.7
-20.3,6.6
-16.8,29.5
-5.5,18.5
4.9,90.4
9.9,65.8
19,87.1
21.8,53.8
19.6,53.1
14.6,16
12.8,20.1
-1.5,14.7
-16.2,26.7
-14.6,16.8
-12.8,5.1
-12,50.3
4.8,54.4
12.4,34
15.3,119.1
20.7,22.4
16.5,71.1
11,34.5
6.5,5.8
-4.5,15.7
-18.7,30.5
-21.6,5.6
-17.8,14
-13.8,13.5
3.4,64.8
10.3,91.4
16.9,60.2
18,80
17.3,34.5
8,64.8
7.1,14.5
-7.4,44.2
-10,38.4
-26.7,9.4
-18.9,10.4
-5.6,40.9
1.2,47
8.8,38.1
17.4,35.8
20.7,85.9
17.9,105.2
13.6,18
5.1,21.6
-9.9,26.2
-15.7,21.1
-17.3,20.6
-21.1,9.4
-8.8,17.5
0.4,72.6
8,28.2
15.9,50.3
18.8,111
17.5,57.2
15.6,22.6
4.4,45.2
-3.7,14.7
-11.8,21.1
-18.4,21.3
-17.3,4.8
-3.8,13.2
3.9,32.3
9.4,99.1
15.4,82.8
17.6,143.8
15.5,143
13.7,58.7
5.7,40.4
-2.4,3.8
-14.8,8.9
-21.9,47.5
-13.9,8.6
-10.8,9.9
5.9,25.4
10.5,76.7
12.2,104.9
18.5,101.3
20.9,57.2
12.7,61
2.5,27.2
-3.3,9.4
-10.2,18.8
-20,22.9
-16.2,15
-13.1,27.4
1.4,65.3
9.3,86.6
18.9,50.5
20.5,69.6
18.9,74.9
12.9,112
6,26.7
-4.8,26.7
-17.3,23.4
-22.5,10.7
-13.9,4.6
-6.8,43.7
3.3,60.2
10.1,47
17.5,75.9
16.4,115.1
18.8,17
13.3,49.8
6.3,72.1
-5.7,22.4
-15.2,5.8
-22,16
-19.3,10.4
-8.1,20.1
3.2,13
14.6,29
17.4,50.3
17.1,60.2
18.5,103.1
10.3,61.2
2.5,24.6
-6.8,10.4
-19.2,25.4
-14,2.5
-13.9,6.4
0.5,13.7
2.2,21.1
10.6,103.1
16.2,88.1
18.3,122.9
19.9,65.5
12,82
7.9,37.1
-7.5,40.1
-15.8,19.1
-22.5,39.1
-17.7,11.2
-11.2,15.2
1.8,58.7
8.6,156
17.1,17.8
21.9,32
16.7,109.7
9.9,46
6,5.3
-3.3,5.6
-8.7,13
-15.9,45.7
-16.6,15.5
-10.8,18.8
2.2,45.7
12.2,47.2
16.9,120.1
21.5,58.2
16.7,132.6
10.9,41.7
6.9,38.1
-1.9,13
-14.1,17
-18.1,29.7
-11.6,22.9
-10,22.9
6,31.5
11.8,10.4
18.3,182.4
19.7,36.8
19.3,58.9
13.3,9.9
3.1,2.5
-5.8,0.8
-18.5,18
-21,12.5
-11.7,20.9
-2.8,9.9
7.4,5.2
17.8,177.7
16.7,88.4
19.4,85.2
14.4,89.6
