-24,14
-12.9,15.2
-14,14.2
4.2,14.5
7.3,40.9
12.9,35.1
18.5,63
16.9,22.6
10.7,31.5
7.6,38.6
-1.9,15
-9.8,12.7
-12,6.9
-16.6,17
-13.3,10.7
5,21.8
12.2,53.6
14,32
16.5,113.8
15.6,41.1
11.8,11.7
6.4,7.9
-6.6,19.1
-14.8,9.4
-17.6,8.1
-15.4,14.7
-3.7,10.7
-2.1,39.9
6.9,57.2
12.8,81.8
17,36.3
16.7,64.5
9,38.6
4.5,8.6
-11.9,21.1
-18.1,14.7
-18.4,18.3
-19.5,18.3
-3.4,11.2
6.4,23.9
8.5,44.2
13.5,16
18.3,81.3
16.5,59.9
10.4,40.6
1.7,34.3
-9.6,18.3
-19.5,17.5
-17.8,29.7
-20.9,4.1
-10.9,12.7
0.8,15.7
7.7,21.8
14.7,14.7
20.4,5.6
16.2,90.4
9.1,53.3
6.9,32
-8.6,31.5
-17.1,24.9
-16.6,18.5
-20.8,28.4
-14.1,13
-4.7,45.5
10.7,38.9
15.8,67.8
18.5,51.3
17.1,89.7
12.9,15.2
5.2,7.6
-6,36.3
-18.4,16.3
-20.5,18.3
-22.6,25.4
-8.3,16.5
7,21.8
10.9,40.1
14,73.2
17.1,93.2
18.6,78
10.1,9.7
2.1,20.3
-1.1,31.8
-20.8,25.4
-32.9,19.3
-17.7,25.4
-12.2,2
-0.4,31.5
9.5,35.8
14.6,65.5
17.3,101.1
15.1,44.5
11.1,17.3
2.6,46.2
-9.9,46.7
-16.9,37.8
-22.9,11.2
-18.1,11.4
-15.4,42.7
0.5,13.7
11,62.7
12.4,31.2
16.9,66.5
14.7,33.5
9.7,45.5
-0.3,36.3
-10.7,26.2
-20.7,4.8
-23.1,6.9
-13.5,3.8
-10.7,12.2
7.6,0.8
11,72.9
14.4,69.9
16.8,87.6
15.6,71.9
11.2,33.8
4.2,12.7
-3.5,18.8
-12.2,13.2
-19.9,33.5
-13.2,19.6
-10.1,55.4
-0.1,12.4
8.5,36.1
13.6,47.2
17.2,54.4
17.6,63
10.1,19.3
6.3,2.8
-2.3,14.2
-12.4,41.1
-27.2,36.1
-9.1,23.1
-13,9.1
-6.2,46.5
7.4,72.9
12.9,77.7
17.3,105.4
14.8,148.3
9.5,50.8
4.3,19.1
-1.1,26.4
-8.6,6.4
-17.5,23.1
-18.5,10.4
-15.9,33.3
3.5,70.9
9.6,37.8
15.7,24.1
18.4,86.1
17.1,27.7
9.4,40.4
4.5,24.6
-15.1,42.2
-21.9,41.7
-21.2,22.1
-18.5,24.6
-12.2,35.3
-2.1,8.6
10.4,18.5
16.7,76.2
17,55.4
16.1,22.9
8.6,32
3.9,7.6
-4.8,14.2
-16,18.5
-20.9,17.3
-16.8,3.8
-9.3,23.9
0.9,48.5
10.3,31
13.8,35.6
19,52.3
15.3,60.5
11.1,40.9
3.1,15.5
-5.5,16.5
-14.9,17.8
-12.8,18.8
-17.5,35.8
-6.9,18.8
3.7,47
11.1,30
12.5,24.4
16.5,65.8
16.5,20.6
10.2,62.2
4.2,23.6
-8.8,18
-16.3,38.6
-24.4,17
-17.2,11.2
-4.7,10.9
3.5,11.7
8,15.7
14,65
18.3,8.6
14.6,49.8
8.9,98.3
-0.4,53.1
-9.1,14
-8.4,16.3
-20.8,9.1
-15.5,5.8
-12,23.1
2.3,14.2
9.8,43.7
13.6,108.7
18.4,25.7
16.8,35.8
11.9,10.2
3.9,18.5
-8,18.8
-13.6,34.8
-17.4,2.8
-13.1,32.5
-6.9,38.6
0.2,43.4
10.6,26.2
17.6,53.1
17.2,17
18.8,10.7
6.3,32.8
3.4,25.9
-7.6,25.1
-22.7,25.1
-19.5,21.6
-20.9,8.6
-11.7,18.8
1.7,20.1
9.8,9.9
16.6,60.7
16.4,32.3
16.2,23.1
10.6,2.5
6.1,24.1
-3.6,9.9
-14.4,18
-22.2,15
-17.8,10.2
-7.5,19.6
3.2,31.5
8.9,19.8
14.8,113
18.6,100.3
17.7,38.4
12.9,40.6
8.4,23.9
-6.9,13.7
-16.8,15.5
-16.4,11.2
-10.1,22.1
-15.6,7.6
3.5,2.8
11.2,14.5
14.7,4.1
19.5,39.4
14.6,68.3
8.3,70.6
4.4,23.6
-8.2,10.2
-22.3,15.7
-23,9.7
-21.8,39.9
-14.1,4.8
2.5,9.7
9.1,28.7
15,81.8
17.9,51.1
16.4,79.2
5.3,25.4
5.2,0.3
-11.6,17
-14.1,10.4
-29,17.5
-20.5,12.4
-8.1,26.7
-0.7,9.7
10.1,4.1
13.9,111
17.3,87.9
15.5,77
12.4,12.7
3.4,5.6
-13.3,21.6
-15.1,20.3
-21,12.4
-19.5,7.4
-12.5,17.8
-2.4,9.1
8.9,2.5
13.5,25.9
17.6,70.4
17.3,31.2
14.4,12.7
2.7,25.7
-5.1,16.5
-15.5,32.5
-20.7,19.6
-14.5,5.1
-3.2,14
2.7,17.3
9.6,93
14.3,45
16,92.5
13.7,87.4
10.9,62
3.2,24.6
-4.1,6.4
-18.6,28.2
-29.2,34.3
-16.7,14.5
-11,7.1
5.1,9.7
9.2,41.9
12.5,18.5
16.2,86.4
17.5,22.1
10.2,49.8
-0.8,87.4
-5.3,6.4
-11.4,31.5
-20.9,14.5
-15,16.8
-12.8,12.2
2.1,32
8.8,7.4
16.9,137.9
18.2,65.8
16.1,23.9
9.9,12.4
3.4,27.9
-9,22.1
-23.5,24.6
-25.2,19.6
-15.4,4.3
-10.3,8.4
2.5,2.3
11.7,12.2
14.5,81.3
15.4,165.9
17.8,36.6
9.9,38.4
3.5,9.4
-7.4,11.9
